Date,Account,Category,Amount,Type,Payee,Clear
4/29/2018,Chase Sapphire Reserve,Dining,6.38,expense,Cook Out,Yes
4/17/2018,Chase Sapphire Reserve,Dining,6.38,expense,Cook Out,Yes
3/20/2018,Chase Sapphire Reserve,Dining,6.38,expense,Cook Out,Yes
1/5/2018,Chase Sapphire Reserve,Dining,6.38,expense,Cook Out,Yes
5/19/2018,Chase Sapphire Reserve,Groceries,6.2,expense,Lidl,Yes
7/8/2018,Chase Sapphire Reserve,Dining,6.16,expense,Goodberry,Yes
11/18/2018,Chase Freedom Unlimited,Home Repair,6.07,expense,Target,Yes
12/29/2017,Shared Savings,Bonus,6.03,income,Dividend,Yes
3/24/2018,Chase Freedom Unlimited,Auto,6,expense,Parking,Yes
11/29/2018,Chase Sapphire Reserve,Dining,5.99,expense,Boost,Yes
3/19/2018,Chase Freedom Unlimited,Clothing,5.95,expense,Amazon,Yes
8/25/2018,Chase Sapphire Reserve,Dining,5.89,expense,Charley,Yes
11/29/2018,Chase Sapphire Reserve,Dining,5.85,expense,Boost,Yes
12/28/2018,Chase Freedom Unlimited,Entertainment,5.75,expense,Nintendo,Yes
4/2/2018,Shared Savings,Bonus,5.74,income,Dividend,Yes
6/4/2018,Chase Sapphire Reserve,Dining,5.68,expense,Tous Les Jours,Yes
10/15/2018,Chase Sapphire Reserve,Dining,5.65,expense,Taco Bell,Yes
7/3/2018,Chase Sapphire Reserve,Dining,5.65,expense,Smithfield,Yes
7/13/2018,Chase Sapphire Reserve,Dining,5.6,expense,Starbucks,Yes
5/3/2018,Chase Sapphire Reserve,Dining,5.6,expense,Starbucks,Yes
3/22/2018,Chase Freedom Unlimited,Groceries,5.6,expense,Food Lion,Yes
3/21/2018,Chase Sapphire Reserve,Dining,5.58,expense,Pitt County,Yes
11/30/2018,Chase Sapphire Reserve,Dining,5.56,expense,Merlo,Yes
4/6/2018,Chase Freedom Unlimited,Groceries,5.54,expense,Food Lion,Yes
3/5/2018,Shared Savings,Bonus,5.5,income,Dividend,Yes
1/22/2018,Chase Sapphire Reserve,Dining,5.5,expense,Bragg Ryder Snackbar,Yes
2/4/2018,Chase Freedom Unlimited,Entertainment,5.49,expense,Google Play,Yes
7/12/2018,Chase Freedom Unlimited,Dining,5.41,expense,Ecu,Yes
9/19/2018,Chase Freedom Unlimited,Groceries,5.4,expense,Grand Asia,Yes
12/23/2018,Chase Freedom Unlimited,Groceries,5.39,expense,Costco,Yes
12/19/2018,Chase Freedom Unlimited,Charity,5.34,expense,Service League Giftshop,Yes
6/27/2018,Chase Freedom Unlimited,Home Repair,5.34,expense,Big Lots,Yes
5/25/2018,Chase Freedom Unlimited,Home Repair,5.34,expense,Big Lots,Yes
7/17/2018,Chase Freedom Unlimited,House Hold,5.33,expense,Staples,Yes
4/18/2018,Chase Sapphire Reserve,Dining,5.33,expense,Subway,Yes
12/15/2017,Chase Freedom Unlimited,Clothing,5.33,expense,Marshalls,Yes
5/25/2018,Chase Sapphire Reserve,Dining,5.32,expense,Cook Out,Yes
1/13/2018,Chase Sapphire Reserve,Dining,5.32,expense,Cook Out,Yes
11/28/2018,Chase Sapphire Reserve,Entertainment,5.31,expense,Australia Zoo,Yes
12/20/2018,Chase Sapphire Reserve,Dining,5.1,expense,Mid Vail,Yes
12/19/2018,Chase Freedom Unlimited,Entertainment,5.1,expense,Ski,Yes
1/21/2019,Chase Freedom Unlimited,Groceries,5.09,expense,Costco,No
3/1/2018,Chase Freedom Unlimited,Groceries,5.09,expense,Food Lion,Yes
3/13/2018,Chase Sapphire Reserve,Dining,5.08,expense,Coastal,Yes
11/27/2018,Chase Freedom Unlimited,Groceries,5.04,expense,Iga,Yes
4/9/2018,Chase Sapphire Reserve,Dining,5.03,expense,Duck Donuts,Yes
12/18/2018,Chase Freedom Unlimited,Entertainment,5,expense,Ski,Yes
12/4/2018,Chase Freedom Unlimited,Education,5,expense,Grand Canyon University,Yes
3/25/2018,Chase Freedom Unlimited,Auto,5,expense,Schoolhouse Garagr,Yes
1/31/2018,Shared Savings,Bonus,5,income,Dividend,Yes
9/19/2018,Chase Freedom Unlimited,Dining,4.99,expense,Blizzard,Yes
9/16/2018,Chase Freedom Unlimited,Entertainment,4.99,expense,Blizzard,Yes
11/28/2018,Chase Sapphire Reserve,Entertainment,4.89,expense,Australia Zoo,Yes
7/8/2018,Chase Freedom Unlimited,Entertainment,4.89,expense,711,Yes
2/10/2018,Chase Freedom Unlimited,Groceries,4.84,expense,Lidl,Yes
4/22/2018,Chase Freedom Unlimited,Home Repair,4.79,expense,Target,Yes
11/18/2018,Chase Sapphire Reserve,Dining,4.72,expense,Starbucks,Yes
2/24/2018,Chase Sapphire Reserve,Dining,4.62,expense,New Moon,Yes
6/9/2018,Chase Freedom Unlimited,Entertainment,4.6,expense,711,Yes
1/13/2018,Chase Freedom Unlimited,Entertainment,4.59,expense,Islander Kwik Mart,Yes
1/25/2019,Chase Freedom Unlimited,Auto:Gas,4.58,expense,Circle K,No
11/14/2018,Chase Freedom Unlimited,Auto:Gas,4.58,expense,Circle K,Yes
7/17/2018,Chase Freedom Unlimited,Groceries,4.56,expense,Walmart,Yes
2/26/2018,Chase Sapphire Reserve,Dining,4.5,expense,Bragg Ryder Snackbar,Yes
2/7/2018,Chase Sapphire Reserve,Dining,4.5,expense,Bragg Ryder Snackbar,Yes
2/4/2018,Active Duty Checking,Cash,4.5,income,ATM Rebate,Yes
11/4/2018,Chase Sapphire Reserve,Dining,4.48,expense,Mcdonalds,Yes
7/7/2018,Chase Sapphire Reserve,Dining,4.47,expense,Mcdonalds,Yes
12/1/2018,Chase Sapphire Reserve,Dining,4.39,expense,Tin Pin,Yes
2/17/2018,Chase Freedom Unlimited,Groceries,4.36,expense,Lidl,Yes
8/30/2018,Chase Sapphire Reserve,Dining,4.31,expense,Cook Out,Yes
2/14/2018,Chase Freedom Unlimited,Groceries,4.29,expense,Bragg,Yes
11/18/2018,Chase Freedom Unlimited,Entertainment,4.28,expense,Rite Aid,Yes
6/9/2018,Chase Freedom Unlimited,Groceries,4.27,expense,Trader Joes,Yes
4/4/2018,Chase Sapphire Reserve,Dining,4.26,expense,Pitt County,Yes
9/1/2018,Chase Sapphire Reserve,Dining,4.19,expense,Insomnia,Yes
11/6/2018,Chase Freedom Unlimited,Groceries,4.07,expense,Harris Teeter,Yes
11/11/2018,Chase Freedom Unlimited,Auto,4,expense,Parking,Yes
7/22/2018,Chase Freedom Unlimited,Not Sure,4,expense,Atlantic Station,Yes
3/27/2018,Active Duty Checking,Cash,4,expense,ATM,Yes
1/20/2018,Chase Sapphire Reserve,Dining,4,expense,Dream Cup Cake,Yes
2/4/2018,Chase Freedom Unlimited,Entertainment,3.99,expense,Google Play,Yes
12/21/2018,Active Duty Checking,Cash,3.9,income,ATM,Yes
6/9/2018,Chase Freedom Unlimited,Entertainment,3.87,expense,711,Yes
1/19/2019,Chase Sapphire Reserve,Dining,3.84,expense,Taco Bell,No
12/29/2018,Chase Sapphire Reserve,Dining,3.84,expense,Auntie Anne,Yes
7/7/2018,Chase Sapphire Reserve,Entertainment,3.77,expense,Frankie,Yes
5/26/2018,Chase Sapphire Reserve,Dining,3.77,expense,Frankie,Yes
11/1/2018,Chase Freedom Unlimited,Groceries,3.76,expense,Harris Teeter,Yes
10/6/2018,Chase Sapphire Reserve,Dining,3.75,expense,Mitchell Ice Cream,Yes
5/6/2018,Chase Freedom Unlimited,Home Repair,3.72,expense,Lowe,Yes
12/22/2017,Active Duty Checking,Cash,3.5,expense,ATM,Yes
11/2/2018,Chase Freedom Unlimited,Entertainment,3.49,expense,Px,Yes
5/29/2018,Chase Freedom Unlimited,Groceries,3.36,expense,Harris Teeter,Yes
10/28/2018,Chase Freedom Unlimited,Groceries,3.24,expense,Costco,Yes
8/26/2018,Chase Sapphire Reserve,Groceries,3.24,expense,Costco,Yes
6/30/2018,Chase Freedom Unlimited,Groceries,3.24,expense,Costco,Yes
6/18/2018,Chase Freedom Unlimited,Groceries,3.24,expense,Costco,Yes
8/24/2018,Chase Sapphire Reserve,Dining,3.23,expense,Cook Out,Yes
8/25/2018,Chase Sapphire Reserve,Dining,3.21,expense,Charley,Yes
6/29/2018,Chase Sapphire Reserve,Dining,3.2,expense,Panera Bread,Yes
12/28/2018,Chase Freedom Unlimited,Entertainment,3.19,expense,Nintendo,Yes
10/25/2018,Chase Freedom Unlimited,Entertainment,3.19,expense,Exchange,Yes
12/4/2018,Active Duty Checking,Bankcharge,2.85,expense,Consolidation,Yes
6/9/2018,Chase Sapphire Reserve,Dining,2.85,expense,Popeyes,Yes
10/10/2018,Chase Freedom Unlimited,Entertainment,2.79,expense,Px,Yes
10/25/2018,Chase Freedom Unlimited,Entertainment,2.59,expense,Exchange,Yes
3/27/2018,Active Duty Checking,Travel,2.59,expense,International Transaction Fee,Yes
3/10/2018,Chase Freedom Unlimited,Groceries,2.33,expense,Today Asia Market,Yes
11/28/2018,Chase Sapphire Reserve,Entertainment,2.3,expense,Australia Zoo,Yes
1/2/2019,Chase Freedom Unlimited,Auto,2,expense,Mclaurin Parking,Yes
10/8/2018,Chase Freedom Unlimited,Groceries,2,expense,Patterson,Yes
10/7/2018,Chase Sapphire Reserve,Groceries,2,expense,Patterson,Yes
10/6/2018,Chase Sapphire Reserve,Dining,2,expense,The Winery At Wolf Creek,Yes
2/13/2018,Chase Freedom Unlimited,Childcare,1.99,expense,Bragg,Yes
12/20/2017,Chase Sapphire Reserve,Dining,1.63,expense,Pcmh,Yes
1/24/2018,Chase Freedom Unlimited,Dining,1.5,expense,USA Canteen,Yes
11/29/2018,Chase Sapphire Reserve,Dining,1.46,expense,Mcdonalds,Yes
7/8/2018,Chase Freedom Unlimited,Entertainment,1.07,expense,Walgreens,Yes
11/26/2018,Active Duty Checking,Cash,1,expense,ATM,Yes
8/31/2018,Chase Freedom Unlimited,Auto,1,expense,Parking,Yes
4/2/2018,Active Duty Checking,Cash,1,expense,ATM,Yes
4/2/2018,Active Duty Checking,Cash,1,expense,ATM,Yes
1/24/2018,Chase Freedom Unlimited,Dining,1,expense,USA Canteen,Yes
12/29/2017,Active Duty Checking,Cash,1,expense,ATM,Yes
9/28/2018,Chase Sapphire Reserve,Dining,0.92,expense,Vidant,Yes
4/2/2018,Active Duty Checking,Travel,0.85,expense,International Transaction Fee,Yes
3/8/2018,Chase Sapphire Reserve,Dining,0.85,expense,Ecu,Yes
12/11/2018,Chase Sapphire Reserve,Education,0.32,expense,Office Depot,Yes
2/16/2018,Chase Freedom Unlimited,Dining,0.3,expense,Starbucks,Yes
11/26/2018,Active Duty Checking,Travel,0.26,expense,International Transaction Fee,Yes
12/31/2018,Active Duty Checking,Bonus,0.18,income,Dividend,Yes
12/31/2017,Active Duty Checking,Bonus,0.18,income,Dividend,Yes
9/2/2018,Active Duty Checking,Bonus,0.17,income,Dividend,Yes
4/2/2018,Active Duty Checking,Travel,0.17,expense,International Transaction Fee,Yes
2/1/2018,Active Duty Checking,Bonus,0.17,income,Dividend,Yes
11/28/2018,Chase Freedom Unlimited,Entertainment,0.15,expense,Foreign Transaction Fee,Yes
5/31/2018,Active Duty Checking,Bonus,0.14,income,Dividend,Yes
3/1/2018,Active Duty Checking,Bonus,0.14,income,Dividend,Yes
5/2/2018,Active Duty Checking,Bonus,0.12,income,Dividend,Yes
11/30/2018,Active Duty Checking,Bonus,0.11,income,Dividend,Yes
6/30/2018,Active Duty Checking,Bonus,0.11,income,Dividend,Yes
3/30/2018,Active Duty Checking,Bonus,0.1,income,Dividend,Yes
