,purch_amt,gender,card_on_file,age,days_since_last_purch,loyalty
844,54.3,female,yes,35,39,0
845,17.21,female,yes,28,71,0
846,34.35,female,yes,37,45,0
847,46.95,male,yes,28,57,0
848,39.34,male,no,17,75,0
849,33.24,male,yes,45,57,0
850,70.22,male,no,40,75,0
851,18.3,male,yes,28,35,0
852,65.22,male,no,32,60,0
853,49.25,male,yes,15,57,0
854,33.38,female,no,26,17,1
855,37.63,male,no,18,63,0
856,24.04,female,no,25,20,1
857,7.69,male,no,28,65,0
858,54.33,female,yes,34,46,1
859,52.93,female,no,9,99,0
860,48,female,no,28,53,0
861,35.61,female,no,41,32,0
862,25.3,male,yes,28,76,0
863,50.77,female,yes,13,101,0
864,45.92,male,no,28,79,0
865,56.29,male,no,18,68,0
866,14.21,male,no,10,66,0
867,47.35,male,no,35,36,1
868,35.52,male,no,28,55,0
869,-8.86,male,no,28,53,0
870,5.23,female,yes,26,51,0
871,83.51,male,no,34,75,0
872,56.07,female,yes,37,38,0
873,29.75,female,yes,42,75,0
874,61.85,female,yes,30,44,0
875,57.39,male,no,34,78,0
876,60.39,female,no,23,69,0
877,26.62,female,yes,27,47,0
878,22.64,male,yes,36,64,0
879,48.21,female,yes,17,55,0
880,47.57,male,yes,32,38,1
881,29.97,male,yes,24,75,0
882,67.51,female,no,2,48,0
883,31.12,female,yes,12,49,0
884,75.97,female,no,22,71,0
885,12.16,female,yes,21,73,0
886,29.57,male,yes,18,76,0
887,46.56,male,yes,13,69,0
888,18.41,female,yes,19,63,0
889,16.1,female,yes,20,49,0
890,41.57,female,yes,18,63,0
891,75.49,male,no,40,42,1
892,29,male,yes,10,56,0
893,75.12,female,no,28,63,0
894,25.18,female,no,12,79,0
895,59.67,female,yes,30,47,0
896,44.3,male,yes,28,27,1
897,17.12,male,no,22,68,0
898,71.74,male,yes,22,24,1
899,34.31,female,no,35,41,1
900,33.34,male,no,9,50,0
901,45.03,male,yes,32,33,0
902,53.45,male,no,15,70,0
903,89.27,male,no,20,100,0
904,22.68,female,yes,35,38,0
905,58.23,male,yes,31,55,1
906,26.98,female,yes,27,54,0
907,68.83,male,no,10,53,0
908,37.9,female,yes,24,61,0
909,32.36,female,yes,34,52,0
910,52.35,female,yes,11,47,0
911,33.2,female,no,26,44,1
912,40.31,male,yes,30,60,0
913,90.52,female,no,39,30,1
914,58.66,male,yes,29,62,0
915,45.7,male,yes,35,66,0
916,43.43,male,yes,22,54,0
917,53.73,female,no,30,53,1
918,40.01,female,yes,16,62,0
919,12.59,male,no,34,69,0
920,20.28,male,no,24,45,0
921,105.64,male,no,30,47,1
922,36.83,male,no,14,83,0
923,74.12,female,yes,30,76,0
924,55.42,male,no,30,66,0
925,57.59,male,yes,29,67,0
926,47.64,female,no,44,59,0
927,41.27,female,yes,30,32,1
928,68.75,female,no,44,46,0
929,49.31,male,yes,41,37,1
930,5.5,male,yes,34,73,0
931,52.86,male,yes,32,35,0
932,58.83,male,no,34,48,0
933,54.76,female,yes,33,55,0
934,10.1,female,yes,24,65,0
935,65,male,no,31,51,0
936,62.92,female,yes,14,65,0
937,62.39,female,no,16,41,0
938,32.5,female,yes,24,32,0
939,48.05,male,yes,34,49,0
940,50.59,female,yes,18,67,0
941,8.66,female,no,32,69,0
942,109.34,female,no,1,55,0
943,57.92,male,no,20,70,0
944,19.79,male,no,15,80,0
945,29.38,female,yes,34,75,0
946,71.06,female,no,35,52,1
947,74.72,female,no,28,60,0
948,46.27,male,no,36,63,0
949,38.34,male,no,4,66,0
950,52.85,male,no,37,85,0
951,24.58,female,yes,22,41,1
952,85.88,male,yes,33,66,0
953,91.74,female,no,12,95,0
954,55.85,male,yes,23,20,1
955,14.72,male,no,38,74,0
956,22.44,male,no,6,31,0
957,52.75,female,yes,29,71,0
958,11.59,female,yes,10,56,1
959,42.82,female,no,37,51,0
960,72.22,female,yes,33,81,0
961,51.59,male,no,34,40,0
962,27.5,female,yes,43,67,0
963,26.59,male,yes,27,61,0
964,92.46,male,yes,26,31,1
965,7.68,male,no,37,72,0
966,53.74,female,no,24,48,0
967,31.76,male,no,47,58,0
968,4.93,male,yes,37,40,0
969,82.01,female,yes,12,60,0
970,35.25,female,no,27,51,0
971,14.45,male,yes,24,76,0
972,15.28,female,yes,14,62,0
973,2.45,male,no,4,54,0
974,38.22,female,yes,42,46,1
975,57.96,female,no,12,63,0
976,33.17,female,yes,40,52,0
977,48.72,male,yes,27,53,0
978,26.3,male,no,26,62,0
979,25.42,male,yes,34,81,0
980,27.45,male,yes,24,82,0
981,23.64,male,no,18,25,0
982,80.33,female,no,17,44,0
983,39.48,female,yes,33,100,0
984,48.06,female,yes,45,61,0
985,57.56,male,no,28,48,0
986,44.22,male,yes,29,62,0
987,66.39,female,no,23,47,0
988,47.45,male,yes,-2,70,0
989,29.48,male,no,22,62,0
990,63.61,male,no,23,70,0
991,34.06,male,no,22,39,0
992,22.72,female,no,28,73,0
993,41.37,male,yes,43,30,0
994,42.12,female,yes,38,75,0
995,42.63,male,no,30,72,0
996,48.33,female,no,12,65,0
997,52.3,male,yes,9,71,0
998,66.16,female,yes,36,29,1
999,17.63,male,yes,14,80,0
1000,19.39,female,no,32,59,0
1001,46.27,female,yes,36,55,0
1002,36.84,female,no,34,8,0
1003,76.52,male,no,31,64,0
1004,64.81,female,no,20,90,0
1005,50.09,male,no,23,77,0
1006,21.12,male,no,23,52,0
1007,13.59,male,yes,12,69,0
1008,61.49,male,no,27,42,0
1009,40.66,male,no,48,48,0
1010,74.58,male,no,21,41,1
1011,59.77,female,no,24,58,0
1012,66.88,male,yes,42,68,0
1013,43.03,female,no,19,68,0
1014,53.05,female,no,33,71,0
1015,41.33,female,no,14,44,0
1016,34.33,female,yes,27,66,0
1017,42.92,male,yes,50,71,0
1018,25.11,male,yes,47,31,1
1019,21.82,female,no,17,71,0
1020,22.91,female,yes,25,71,0
1021,45.15,male,no,25,73,0
1022,51.88,male,yes,21,44,0
1023,46.91,male,yes,19,44,0
1024,57.61,male,yes,16,42,0
1025,50.7,female,yes,24,87,0
1026,28.52,female,yes,20,55,0
1027,36.73,female,yes,31,38,1
1028,65.03,male,yes,26,77,0
1029,6.47,male,yes,39,54,0
1030,32.84,female,no,24,15,0
1031,19.99,male,no,20,88,0
1032,32.77,female,yes,32,76,0
1033,4.92,female,yes,26,80,0
1034,25.66,male,no,18,67,0
1035,40.18,female,yes,23,44,1
1036,7.7,female,no,34,61,0
1037,41.43,male,yes,14,59,0
1038,53.19,female,no,10,66,0
1039,29.53,female,no,10,59,0
1040,40.71,male,no,23,64,0
1041,8.27,female,no,31,58,0
1042,40.35,male,no,3,50,0
1043,27.33,male,no,32,71,0
1044,33.56,male,yes,33,44,0
1045,16.29,female,yes,43,41,0
1046,59.41,female,yes,12,45,0
1047,4.4,male,yes,22,59,0
1048,39.04,male,no,16,42,0
1049,45.6,female,no,30,55,0
1050,36.23,male,no,40,75,0
1051,40.24,male,no,14,46,0
1052,58.3,female,yes,41,76,0
1053,71.35,male,no,19,50,0
1054,15.34,male,yes,11,76,0
1055,27.26,female,yes,13,54,0
1056,42.79,male,no,19,67,0
1057,65.61,female,no,25,58,0
1058,44,female,no,43,45,1
1059,14.08,female,no,42,61,0
1060,-6.49,female,no,29,51,0
1061,53.34,male,no,27,76,0
1062,73.44,female,no,26,65,0
1063,52.84,female,no,21,63,0
1064,61.97,female,yes,21,33,0
1065,91.82,female,yes,34,39,1
1066,62.23,male,yes,8,70,0
1067,19.85,female,no,32,28,1
1068,37.81,female,yes,33,79,0
1069,62.59,female,yes,35,97,0
1070,35.58,male,no,24,43,0
1071,19.23,female,no,26,85,0
1072,62.82,male,yes,23,46,1
1073,19.33,female,no,24,70,0
1074,52.56,male,yes,30,59,0
1075,66.47,female,no,38,46,1
1076,17.74,male,no,31,59,0
1077,53.17,female,no,4,46,0
1078,78.89,male,no,14,53,0
1079,54.9,female,no,21,37,0
1080,43.74,female,yes,14,53,0
1081,49.33,female,yes,32,45,0
1082,39.69,male,no,38,56,0
1083,24.4,female,no,22,62,0
1084,58.79,male,no,10,43,0
1085,43.26,female,no,27,56,0
1086,6.71,male,yes,9,63,0
1087,60.84,female,yes,29,68,0
1088,55.46,female,yes,23,26,0
1089,64.34,male,no,30,87,0
1090,55.32,male,yes,33,79,0
1091,33.73,male,yes,28,58,0
1092,51.99,female,no,14,66,0
1093,48.26,female,yes,50,50,0
1094,9.35,female,yes,29,47,0
1095,30.08,male,no,24,64,0
1096,41.37,female,no,20,54,0
1097,44.69,female,yes,25,46,0
1098,14.02,female,yes,35,57,0
1099,41.17,female,yes,32,29,1
1100,87.01,male,yes,24,80,0
1101,39.33,male,yes,20,74,0
1102,29.3,male,no,40,41,0
1103,62.33,female,no,30,76,0
1104,75.9,female,no,39,51,0
1105,19.44,female,no,23,62,0
1106,16.4,female,yes,20,74,0
1107,44.72,female,no,26,85,0
1108,58.06,male,no,24,25,1
1109,91.85,male,no,41,46,1
1110,33.63,female,no,37,74,0
1111,23.77,male,yes,36,61,0
1112,69.48,female,yes,32,75,0
1113,36.21,female,no,13,45,0
1114,52.71,male,yes,17,62,0
1115,50.57,female,yes,7,74,0
1116,24.48,female,no,19,102,0
1117,61.05,female,no,13,67,0
1118,41.09,male,yes,17,39,0
1119,74.77,male,yes,20,70,0
1120,10.25,male,no,38,55,0
1121,70.86,female,yes,37,91,0
1122,80.28,male,yes,24,73,0
1123,26.9,female,no,30,65,0
1124,29.28,female,yes,29,37,0
1125,43.73,male,yes,36,67,0
1126,3.41,male,no,12,60,0
1127,12.1,male,no,28,24,0
1128,44.45,female,yes,28,28,0
1129,75.05,female,no,29,51,1
1130,45.77,male,yes,29,41,0
1131,54.29,male,no,25,89,0
1132,68.44,male,yes,21,52,0
1133,28.38,male,yes,25,78,0
1134,44.57,female,yes,36,51,0
1135,63.51,male,yes,22,52,0
1136,77.66,male,no,17,43,0
1137,43.72,female,yes,16,62,0
1138,65.07,female,no,34,23,1
1139,17.05,female,no,46,52,0
1140,54.52,male,no,12,55,0
1141,44.64,female,yes,29,71,0
1142,66.34,male,no,11,58,0
1143,35.27,female,yes,32,60,0
1144,69.15,male,no,50,73,0
1145,27.29,female,yes,19,82,0
1146,34.63,female,no,24,76,0
1147,61.94,female,yes,38,29,0
1148,62.11,male,no,29,65,0
1149,54.17,male,yes,20,44,0
1150,45.55,female,yes,30,54,0
1151,82.91,female,no,24,54,0
1152,60.92,female,no,26,56,1
1153,18.46,male,yes,23,91,0
1154,63.29,male,no,25,57,0
1155,63.47,male,no,24,79,0
1156,78.53,male,no,24,70,0
1157,61.03,female,yes,11,75,0
1158,49.46,female,no,24,50,0
1159,52.42,female,yes,37,62,0
1160,70.93,female,yes,27,78,0
1161,66.68,male,no,35,39,1
1162,34.87,male,no,26,75,0
1163,54.87,female,no,37,57,0
1164,24.47,female,no,19,79,0
1165,74.92,male,no,32,48,0
1166,13.85,male,no,15,61,0
1167,22.67,male,no,34,44,0
1168,40.67,female,no,27,86,0
1169,16.04,male,no,23,66,0
1170,24.27,female,no,35,72,0
1171,74.74,female,yes,0,29,0
1172,59.41,female,no,16,54,0
1173,21.27,male,no,19,66,0
1174,25.8,male,yes,38,45,0
1175,78.02,male,yes,49,56,1
1176,48.69,male,no,32,59,0
1177,72.5,male,no,30,65,0
1178,38.16,male,no,18,42,0
1179,5.85,male,no,26,67,0
1180,39.21,female,no,26,57,0
1181,36.7,male,no,24,64,0
1182,33.33,female,yes,16,55,0
1183,34.5,female,yes,52,49,0
1184,45.09,male,yes,36,19,0
1185,52.4,female,yes,7,39,0
1186,-12.47,female,yes,9,72,0
1187,7.41,male,yes,38,58,0
1188,51.03,male,no,42,81,0
1189,25.62,female,yes,20,82,0
1190,140.13,male,yes,42,41,1
1191,49.46,female,yes,9,77,0
1192,35.25,female,yes,19,68,0
1193,24.98,female,no,24,70,0
1194,49.26,male,yes,14,67,0
1195,74.12,female,yes,31,59,1
1196,37.48,female,yes,24,74,0
1197,58.84,male,yes,31,67,0
1198,4.87,male,yes,28,72,0
1199,34.28,female,no,19,47,0
1200,59.45,male,no,11,78,0
1201,66.35,female,no,33,62,0
1202,6.41,male,yes,24,38,0
1203,42.35,female,yes,39,40,1
1204,76.44,female,yes,17,52,0
1205,34.9,male,yes,22,47,0
1206,60.55,female,yes,48,51,1
1207,14.02,male,no,9,48,0
1208,1.72,male,yes,11,35,0
1209,19.43,female,yes,42,91,0
1210,75.36,female,yes,20,37,1
1211,62.85,female,yes,34,57,0
1212,24.6,male,yes,17,35,1
1213,59.08,male,yes,31,52,0
1214,67.67,female,no,36,40,1
1215,50.86,female,yes,17,40,0
1216,21.16,male,yes,15,58,0
1217,1.25,female,yes,7,54,0
1218,47.2,male,no,41,51,1
1219,61.97,male,yes,25,42,1
1220,38.07,male,yes,9,41,0
1221,32.28,female,no,25,58,0
1222,38.77,male,yes,26,62,0
1223,46.46,male,yes,27,96,0
1224,23.95,male,no,20,56,0
1225,69.52,female,no,11,72,0
1226,45.5,female,no,36,51,1
1227,14.95,male,yes,46,45,1
1228,17.38,male,no,29,72,0
1229,52.78,female,yes,24,66,0
1230,58.35,male,no,43,56,0
1231,29.86,male,yes,17,50,0
1232,68.47,male,no,35,66,0
1233,59.05,female,no,20,58,0
1234,49.91,male,no,8,58,0
1235,60.03,male,yes,7,72,0
1236,46.61,female,yes,26,83,0
1237,31.34,male,no,16,59,0
1238,4.6,female,no,20,63,0
1239,52.16,male,no,18,56,0
1240,45.21,female,no,21,38,0
1241,22.08,female,yes,19,49,0
1242,62.71,male,no,23,64,0
1243,57.88,female,yes,37,74,0
1244,61.04,male,yes,29,59,0
1245,43,male,no,28,49,0
1246,22.23,male,no,30,69,0
1247,66.58,female,yes,38,60,1
1248,33.04,male,yes,30,49,0
1249,53.8,male,no,14,58,0
1250,35,female,no,22,44,1
1251,40.86,male,yes,20,70,0
1252,43.18,female,no,24,70,0
1253,65.01,male,no,31,42,0
1254,46.45,female,yes,25,56,0
1255,48.69,male,no,14,55,0
1256,51.19,male,yes,27,25,1
1257,63.24,female,yes,38,54,0
1258,62,male,yes,23,74,0
1259,76.91,female,no,24,66,0
1260,53.55,female,no,40,91,0
1261,38.96,male,yes,25,52,0
1262,45.51,female,yes,34,56,0
1263,9.22,male,no,27,70,0
1264,56.21,female,no,28,38,1
1265,37.7,female,no,12,84,0
1266,36.96,male,no,25,71,0
1267,23.79,male,yes,21,43,1
1268,15.14,male,no,32,61,0
1269,-0.46,female,no,34,76,0
1270,21.89,male,no,32,58,0
1271,41.71,male,yes,14,58,0
1272,74.59,male,no,22,63,0
1273,14.34,female,yes,15,66,0
1274,54.56,female,yes,28,38,1
1275,26.16,male,yes,27,69,0
1276,45.01,male,no,20,81,0
1277,58.03,male,no,13,88,0
1278,58.79,male,no,23,60,0
1279,37.94,male,no,38,32,1
1280,49.63,female,yes,22,46,1
1281,16.8,male,yes,44,65,0
1282,55.69,female,yes,19,60,1
1283,52.98,male,no,23,54,0
1284,30.74,male,yes,33,80,0
1285,19.24,female,yes,5,76,0
1286,3.67,female,no,21,68,0
1287,34.48,female,yes,27,74,0
1288,39.21,male,no,25,71,0
1289,24.24,male,no,11,60,0
1290,54.49,male,yes,20,66,0
1291,43.44,male,yes,26,44,0
1292,52.06,male,yes,31,48,0
1293,64.69,male,yes,12,71,0
1294,65.42,male,yes,29,80,0
1295,29.65,male,no,34,62,0
1296,59.13,female,yes,30,47,0
1297,61.66,male,yes,34,68,0
1298,110.66,female,yes,49,32,1
1299,95.15,male,yes,39,41,1
1300,63.45,male,yes,35,15,1
1301,17.71,female,yes,35,63,0
1302,41.48,male,yes,14,62,0
1303,41.67,female,no,19,65,0
1304,23.66,male,yes,32,77,0
1305,28.7,female,yes,18,43,0
1306,54.42,male,no,27,33,1
1307,31.01,male,yes,15,44,0
1308,55.68,male,no,13,66,0
1309,51.32,male,no,18,81,0
1310,23.53,male,yes,20,69,0
1311,76.92,male,yes,6,44,0
1312,35.73,male,yes,27,70,0
1313,44.8,female,yes,28,87,0
1314,87.94,male,no,14,55,0
1315,65.34,female,yes,32,62,0
1316,59.44,female,no,23,19,0
1317,45.73,male,yes,26,43,1
1318,27.29,female,yes,40,94,0
1319,52.43,female,yes,22,71,0
1320,41.26,male,yes,18,56,0
1321,36.58,male,no,19,16,0
1322,51.58,female,yes,26,39,0
1323,71.59,male,yes,34,72,0
1324,54.3,female,no,30,54,0
1325,60.35,male,no,34,70,0
1326,37.83,female,yes,39,54,0
1327,43.28,female,no,30,78,0
1328,44.78,male,yes,15,44,1
1329,33.22,male,yes,36,68,0
1330,69.95,female,no,40,63,0
1331,32.89,male,yes,26,72,0
1332,68.07,female,no,25,44,0
1333,72.47,female,yes,45,68,0
1334,55.92,male,no,35,84,0
1335,37.47,female,yes,29,72,0
1336,17.46,female,no,26,93,0
1337,42.45,female,yes,17,54,1
1338,27.19,female,yes,29,47,0
1339,34.06,male,no,12,67,0
1340,26.63,male,no,27,59,0
1341,43.84,female,yes,33,63,0
1342,72.25,female,yes,13,63,0
1343,53.41,female,yes,10,42,0
1344,55.07,female,no,14,43,0
1345,53.58,male,no,35,92,0
1346,40.97,male,yes,28,51,0
1347,62.07,male,yes,38,33,1
1348,9.19,male,no,37,46,1
1349,66.81,male,yes,14,56,0
1350,72.61,male,no,22,44,1
1351,60.4,female,yes,14,61,0
1352,59.7,male,no,34,62,0
1353,69.69,male,no,16,63,0
1354,62.92,male,yes,30,52,0
1355,-0.48,male,no,13,44,0
1356,27.39,female,yes,37,55,0
1357,78.4,male,yes,19,51,1
1358,39.52,male,no,29,67,0
1359,35.75,male,no,30,92,0
1360,54.91,female,yes,44,29,1
1361,28.18,female,yes,23,55,0
1362,18.87,female,yes,-8,92,0
1363,68.53,male,no,32,54,0
1364,51.87,male,yes,34,26,0
1365,54.33,male,no,27,59,0
1366,32.8,male,no,6,59,0
1367,38.78,male,no,23,32,1
1368,2.03,male,no,26,68,0
1369,31.16,female,yes,23,72,0
1370,35.3,female,yes,30,68,0
1371,41.53,female,yes,23,48,0
1372,53.85,male,yes,38,58,0
1373,14.66,male,no,15,85,0
1374,51.72,male,no,25,63,0
1375,77.18,female,no,17,74,0
1376,32.02,female,yes,7,57,0
1377,62.5,male,no,34,40,1
1378,43.55,male,yes,26,80,0
1379,60.51,male,no,2,22,1
1380,47.02,female,yes,44,66,0
1381,51.01,female,no,10,59,0
1382,37.97,female,no,28,70,0
1383,29.39,male,yes,39,57,0
1384,55.57,male,no,19,47,1
1385,53.15,female,no,44,38,1
1386,72.59,female,no,17,79,0
1387,63.93,female,no,29,77,0
1388,43.37,male,yes,23,38,0
1389,11.6,female,no,28,66,0
1390,22.94,female,yes,11,46,0
1391,33.38,male,yes,37,54,0
1392,45.12,female,no,32,41,0
1393,50.85,female,no,25,62,0
1394,32.05,male,yes,26,47,1
1395,37.13,male,yes,12,39,0
1396,47.81,female,yes,8,67,0
1397,6.55,male,no,40,44,0
1398,56.86,male,yes,18,59,0
1399,8.62,female,yes,34,61,0
1400,44.74,male,no,41,70,0
1401,53.22,female,yes,32,45,1
1402,45.49,female,yes,29,90,0
1403,15.4,male,no,10,51,0
1404,39.95,male,no,1,79,0
1405,51.97,female,no,25,49,0
1406,58.89,female,no,27,74,0
1407,25.93,male,yes,34,77,0
1408,69.06,male,yes,8,64,0
1409,63.89,female,no,28,30,0
1410,36.12,male,no,31,43,0
1411,26.25,male,yes,4,52,0
1412,57.38,male,yes,19,66,0
1413,60.86,male,no,22,66,0
1414,54.3,male,yes,39,56,0
1415,48.21,female,yes,43,59,1
1416,5.65,female,no,37,49,0
1417,20.12,male,yes,14,74,0
1418,15.32,female,yes,21,59,0
1419,47.76,male,yes,41,25,1
1420,52.6,male,no,16,44,1
1421,44.45,female,no,13,55,0
1422,60.47,male,yes,15,84,0
1423,68.61,female,no,31,43,1
1424,47.08,male,yes,46,36,1
1425,68.85,female,no,26,46,1
1426,29.25,female,yes,11,38,0
1427,54.43,female,no,24,66,0
1428,55.76,male,no,42,25,1
1429,5.77,male,no,24,74,0
1430,52,male,no,27,47,0
1431,17.32,female,no,22,54,0
1432,27.33,male,no,22,31,0
1433,57.45,male,yes,27,59,0
1434,51.44,male,yes,33,69,0
1435,65.23,female,yes,20,36,1
1436,62.32,female,yes,15,75,0
1437,17.64,female,no,39,36,0
1438,37.94,female,no,33,74,0
1439,27.62,female,no,33,82,0
1440,56.59,female,no,22,79,0
1441,37.68,female,yes,48,51,1
1442,30.8,male,yes,28,69,0
1443,32.48,female,no,28,45,1
1444,30.09,female,no,27,69,0
1445,27.2,female,no,26,41,0
1446,35.31,male,no,31,71,0
1447,62.09,female,no,49,86,0
1448,68.49,male,yes,23,55,0
1449,52.69,male,no,23,57,0
1450,55.88,female,yes,46,53,1
1451,74.09,male,no,25,38,0
1452,64.87,female,no,34,33,1
1453,15.46,male,no,20,63,0
1454,23.69,female,yes,35,64,0
1455,55.32,female,no,28,26,1
1456,50.64,female,no,24,72,0
1457,58.3,male,no,12,62,0
1458,37.74,male,yes,21,38,0
1459,50.94,female,no,28,48,1
1460,61.65,male,no,21,75,0
1461,66.42,female,yes,35,57,1
1462,17.02,male,yes,15,56,0
1463,10.54,female,no,25,63,0
1464,68.78,female,yes,34,64,0
1465,31.16,female,yes,30,39,0
1466,20.77,male,no,10,35,0
1467,36.5,female,yes,26,31,0
1468,43.96,male,yes,17,61,0
1469,23.26,male,no,17,15,0
1470,80.05,female,no,35,77,0
1471,66.89,male,no,20,46,0
1472,38.95,female,no,14,48,0
1473,24.27,female,yes,28,58,0
1474,67.9,male,no,14,90,0
1475,25.86,male,yes,32,25,1
1476,28.84,male,yes,21,51,0
1477,84.56,female,yes,27,82,0
1478,55.4,male,yes,40,45,1
1479,64.69,male,no,29,58,0
1480,16.02,male,yes,29,52,1
1481,39.4,female,yes,31,65,0
1482,36.1,female,yes,40,39,0
1483,60.36,female,no,13,67,0
1484,43.78,male,no,39,62,0
1485,47.35,female,no,30,58,0
1486,58.85,female,yes,33,67,0
1487,73.32,female,no,52,40,1
1488,78.78,female,no,21,70,0
1489,47.38,female,no,11,24,0
1490,12,male,yes,30,34,0
1491,37.17,female,yes,31,69,0
1492,48.04,male,yes,27,83,0
1493,35.33,female,no,48,40,1
1494,0.18,female,yes,29,57,0
1495,47.26,female,no,12,60,0
1496,1.43,female,yes,38,53,0
1497,48.29,female,no,29,80,0
1498,26.88,female,no,31,58,0
1499,46.18,male,yes,22,47,0
1500,24.91,female,yes,11,43,0
1501,1.74,female,yes,27,41,0
1502,81.38,female,yes,16,72,0
1503,38.31,male,no,24,84,0
1504,31.73,female,no,20,45,0
1505,80.23,female,no,40,35,1
1506,20.08,female,no,14,68,0
1507,71.37,male,no,9,83,0
1508,40.03,female,no,24,82,0
1509,24.21,male,no,39,76,0
1510,70.03,male,no,28,58,0
1511,28.32,male,yes,37,47,1
1512,40.28,female,no,13,61,0
1513,51.85,female,no,26,56,0
1514,1.49,female,yes,33,47,0
1515,25.46,female,yes,13,31,1
1516,42.52,male,yes,34,58,0
1517,24.19,female,no,19,64,0
1518,61.48,female,no,32,72,0
1519,37.22,male,no,23,82,0
1520,54.12,female,yes,29,53,0
1521,72.83,male,no,9,59,1
1522,66.4,male,no,39,58,0
1523,45.23,female,yes,28,45,0
1524,67.27,female,yes,38,50,0
1525,10.1,male,no,30,45,0
1526,30.81,male,yes,27,56,0
1527,42.28,male,no,5,61,0
1528,-6.71,male,no,22,47,0
1529,45.28,male,no,19,46,0
1530,37.42,male,yes,21,58,0
1531,62.91,male,no,24,50,0
1532,41.63,male,yes,28,39,0
1533,36.72,male,no,29,45,0
1534,41.54,female,no,18,60,0
1535,47.98,male,yes,26,64,0
1536,11.85,female,no,54,54,0
1537,13.47,female,yes,30,42,0
1538,32.85,male,yes,18,63,0
1539,94.33,female,no,29,99,0
1540,44.67,male,yes,15,49,0
1541,64.36,male,no,38,51,1
1542,15.28,female,no,47,51,0
1543,46.8,male,yes,22,70,0
1544,63.22,female,yes,2,55,0
1545,36.97,female,yes,26,70,0
1546,59.5,male,no,41,74,0
1547,42.59,female,no,12,47,0
1548,55.35,male,no,27,32,0
1549,40.78,female,yes,16,33,1
1550,33.35,male,yes,25,33,0
1551,50.96,male,yes,11,68,0
1552,56.91,male,no,24,58,0
1553,84.95,male,yes,18,70,0
1554,-1.8,male,yes,31,62,0
1555,59.31,female,no,29,63,0
1556,74.81,male,no,11,63,0
1557,84.18,female,yes,22,65,0
1558,10.68,female,no,18,59,0
1559,40.69,male,yes,12,62,0
1560,59.32,female,no,13,28,1
1561,30.88,female,no,30,79,0
1562,9.94,male,yes,29,40,0
1563,40.27,male,yes,39,43,0
1564,46.07,male,no,20,43,0
1565,44.42,male,no,41,65,0
1566,67.43,female,yes,41,71,0
1567,66.77,female,no,7,74,0
1568,83.22,female,yes,31,53,0
1569,31.79,female,no,32,29,0
1570,73.97,male,yes,43,78,0
1571,72.53,male,no,26,69,0
1572,43.36,female,yes,17,20,1
1573,31.11,male,no,31,79,0
1574,43.93,male,yes,28,65,0
1575,76.11,female,yes,31,48,0
1576,56.63,female,yes,40,42,0
1577,43.97,female,yes,12,48,0
1578,46.77,female,yes,42,69,0
1579,25.78,male,yes,30,21,1
1580,67.74,male,yes,9,42,0
1581,49.49,male,yes,23,45,0
1582,37.06,male,no,23,82,0
1583,54.22,male,no,24,56,0
1584,17.14,male,no,26,59,0
1585,60.64,male,no,35,34,1
1586,60.98,male,no,22,38,0
1587,63.74,male,no,29,58,1
1588,13.23,male,yes,13,74,0
1589,45.63,female,yes,23,41,0
1590,59.55,female,yes,29,43,1
1591,17.46,female,yes,43,73,0
1592,50.67,female,no,22,65,0
1593,93.64,male,no,30,55,0
1594,46.1,male,no,21,76,0
1595,40.57,female,yes,23,60,0
1596,38.47,female,yes,31,67,0
1597,65.58,female,no,6,78,0
1598,27.03,male,yes,16,77,0
1599,54.95,male,yes,16,61,0
1600,73.47,female,yes,28,32,0
1601,26.22,female,yes,8,35,0
1602,39.3,male,yes,22,57,0
1603,62.89,male,no,20,78,0
1604,23.76,female,yes,36,59,0
1605,26.48,male,yes,17,76,0
1606,47.59,male,yes,36,71,0
1607,33.22,male,no,24,46,0
1608,23.87,male,yes,31,66,0
1609,34.86,female,no,31,37,1
1610,62.68,female,no,30,64,0
1611,55.38,female,no,19,61,0
1612,45,female,no,36,60,0
1613,36.25,female,yes,26,84,0
1614,67.1,male,no,31,51,0
1615,56.04,male,no,29,60,0
1616,53.72,female,yes,21,68,0
1617,51.85,male,no,27,71,0
1618,16.87,male,no,31,91,0
1619,61.96,female,no,30,48,0
1620,64.72,male,yes,34,41,0
1621,70.87,male,yes,25,57,0
1622,63.68,male,yes,30,44,0
1623,64.53,female,yes,16,37,1
1624,38.4,female,no,15,70,0
1625,62.71,female,no,20,73,0
1626,10.49,female,no,21,51,1
1627,40.21,female,yes,12,58,0
